store_id,brand_id,brand,primary_beverage_category,shop_name_input,zip5_input,query_text,place_id,matched_place_name,matched_formatted_address,matched_google_url,website_url,google_rating,google_user_ratings_total,google_price_level,review_snippet_count,extracted_review_rows,find_status,details_status,fetch_ok,error
BID|PR0088750,ding_tea,Ding Tea,MilkTea,DING TEA,98032,"DING TEA, 321 RAMSAY WAY STE #102, KENT, WA, 98032",ChIJc5fZVl8VkFQRuCMI2dKFB9Q,Ding Tea Seattle,"4725 University Wy NE, Seattle, WA 98105, United States",https://maps.google.com/?cid=15278327401508512696,https://www.clover.com/online-ordering/ding-tea-seattle-seattle-2,4.3,353.0,1.0,5,5,OK,OK,1,
BID|PR0045529,ding_tea,Ding Tea,MilkTea,DING TEA,98105,"DING TEA, 4725 UNIVERSITY WAY NE, SEATTLE, WA, 98105",ChIJc5fZVl8VkFQRuCMI2dKFB9Q,Ding Tea Seattle,"4725 University Wy NE, Seattle, WA 98105, United States",https://maps.google.com/?cid=15278327401508512696,https://www.clover.com/online-ordering/ding-tea-seattle-seattle-2,4.3,353.0,1.0,5,5,OK,OK,1,
BID|PR0091619,ding_tea,Ding Tea,MilkTea,DING TEA+ & 36 STREETS VIETNAMESE COFFEE,98034,"DING TEA+ & 36 STREETS VIETNAMESE COFFEE, 9712 NE 119TH WAY, KIRKLAND, WA, 98034",ChIJwzSwOngTkFQRPncZPCyhiJU,Ding Tea+ & 36 Streets Vietnamese Coffee,"9712 NE 119th Way, Kirkland, WA 98034, United States",https://maps.google.com/?cid=10775039319842846526,https://www.order.store/store/ding-tea-kirkland/Ve5IGX8ZWZaIwxmh7DSXxQ,4.5,91.0,1.0,5,5,OK,OK,1,
BID|PR0088284,ding_tea,Ding Tea,MilkTea,"DING TEA, COVINGTON",98042,"DING TEA, COVINGTON, 17327 SE 270TH PL #101, COVINGTON, WA, 98042",ChIJa7H7jHBfkFQR8HErzLf4494,"Ding Tea, Covington","17327 SE 270th Pl #101, Covington, WA 98042, United States",https://maps.google.com/?cid=16060954164421423600,https://www.clover.com/online-ordering/dtcovington,3.6,112.0,1.0,5,5,OK,OK,1,
BID|PR0091982,dont_yell_at_me,Dont Yell At Me,MilkTea,DON'T YELL AT ME,98004,"DON'T YELL AT ME, 550 106TH AVE STE 150, BELLEVUE, WA, 98004",ChIJKxDMQfRtkFQRnBeQgOhg3Lk,Dont Yell At Me,"550 106th Ave NE SUITE 150, Bellevue, WA 98004, United States",https://maps.google.com/?cid=13392685943598618524,https://en.dontyellatme.com/,4.0,68.0,1.0,5,5,OK,OK,1,
BID|PR0053727,dont_yell_at_me,Dont Yell At Me,MilkTea,DON'T YELL AT ME,98105,"DON'T YELL AT ME, 4511 UNIVERSITY WAY NE, SEATTLE, WA, 98105",ChIJ1dDladYVkFQR6Wuy2BwDKRk,Dont Yell At Me,"4511 University Wy NE, Seattle, WA 98105, United States",https://maps.google.com/?cid=1812983747422874601,https://en.dontyellatme.com/%E9%96%80%E5%B8%82%E5%88%97%E8%A1%A8-%E7%BE%8E%E5%9C%8B,4.4,555.0,1.0,5,5,OK,OK,1,
BID|PR0089620,dont_yell_at_me,Dont Yell At Me,MilkTea,DONT YELL AT ME,98034,"DONT YELL AT ME, 12655 120TH AVE NE SUITE 190, KIRKLAND, WA, 98034",ChIJIYjfn_8NkFQRF3SptRLL5yc,Dont Yell At Me,"12655 120th Ave NE Suite 190, Kirkland, WA 98034, United States",https://maps.google.com/?cid=2875490168316982295,https://it14321.wixsite.com/don-t-yell-at-me,4.4,441.0,1.0,5,5,OK,OK,1,
BID|PR0090644,dont_yell_at_me,Dont Yell At Me,MilkTea,Dont Yell At Me,98102,"Dont Yell At Me, 125 Broadway E, SEATTLE, WA, 98102",ChIJpVfay9wVkFQRtDKMQHKr5xg,Dont Yell At Me,"125 Broadway E, Seattle, WA 98102, United States",https://maps.google.com/?cid=1794591483727983284,https://www.instagram.com/dontyellatme.usa/,4.4,202.0,1.0,5,5,OK,OK,1,
BID|PR0087952,drink_t,Drink T,MilkTea,DRINK T,98007,"DRINK T, 14509 NE 20TH ST STE C, BELLEVUE, WA, 98007",ChIJcTU0D19tkFQRMwWobrLley8,DrinkT,"Unit C, 14509 NE 20th St, Bellevue, WA 98007, United States",https://maps.google.com/?cid=3421580896441468211,https://pos.chowbus.com/online-ordering/store/15258,3.9,78.0,1.0,5,5,OK,OK,1,
BID|PR0091742,drip_tea,Drip Tea,FruitTea,DRIP TEA,98032,"DRIP TEA, 1313 W MEEKER ST STE 221, KENT, WA, 98032",ChIJa9jPouNbkFQR2gp8fOACisM,DSHS - Kent,"1313 W Meeker St Suite 100, Kent, WA 98032, United States",https://maps.google.com/?cid=14090077547366451930,https://www.dshs.wa.gov/esa/community-services-find-an-office?field_closet_zip_code_value=98032&field_counties_value=All,3.6,98.0,,5,5,OK,OK,1,
BID|PR0086241,drip_tea,Drip Tea,MilkTea,DRIP TEA,98122,"DRIP TEA, 1416 10TH AVE, SEATTLE, WA, 98122",ChIJrfg2dK5rkFQRoMO4_RR4NZM,Drip Tea Seattle,"1416 10th Ave, Seattle, WA 98122, United States",https://maps.google.com/?cid=10607516528892494752,http://dripteaseattle.com/,4.3,450.0,1.0,5,5,OK,OK,1,
BID|PR0091100,feng_cha,Feng Cha,MilkTea,FENG CHA,98057,"FENG CHA, 203 S 2ND ST STE C, RENTON, WA, 98057",ChIJe2LloaJDkFQRPjkKhJdukxY,Feng Cha,"203 S 2nd St Suite C, Renton, WA 98057, United States",https://maps.google.com/?cid=1626765487445260606,https://www.fengchausa.com/,4.7,392.0,1.0,5,5,OK,OK,1,
BID|PR0092614,gong_cha,Gong Cha,MilkTea,"TeaDOS, LLC dba Gong Cha",98122,"TeaDOS, LLC dba Gong Cha, 1124 E Pike ST, SEATTLE, WA, 98122",ChIJDcGjUgBrkFQRU8IjgEYnzuo,Gong cha,"1124 E Pike St, Seattle, WA 98122, United States",https://maps.google.com/?cid=16919504033828553299,http://gongchausofficial.com/our_locations/#washington,3.4,82.0,,5,5,OK,OK,1,
